time,xc,yc,theta_c,sx,sy
0.000000,10.365072,3.137798,-0.125496,1.000000,1.000000
5.192995,10.890296,3.559128,-0.037163,1.065914,1.497519
14.353937,11.021027,4.900337,-0.035705,1.136363,2.049793
18.070365,10.494967,5.189076,-0.088766,1.247245,1.764326
18.872560,10.303314,5.228582,-0.087891,1.249098,1.732516
19.673824,10.109330,5.263048,-0.087416,1.250310,1.705717
20.475367,9.914473,5.294345,-0.087139,1.251354,1.680068
21.277473,9.719282,5.323773,-0.086971,1.252365,1.654279
22.080058,9.523983,5.352267,-0.086856,1.253381,1.628109
22.882929,9.328681,5.380438,-0.086759,1.254412,1.601620
23.685921,9.133427,5.408647,-0.086657,1.255460,1.574898
24.488948,8.938252,5.437088,-0.086536,1.256529,1.547984
25.291977,8.743174,5.465855,-0.086389,1.257621,1.520878
26.095010,8.548208,5.494992,-0.086212,1.258740,1.493551
26.898060,8.353369,5.524525,-0.085999,1.259890,1.465968
27.701142,8.158671,5.554478,-0.085747,1.261077,1.438090
28.504269,7.964128,5.584878,-0.085450,1.262305,1.409880
29.307450,7.769758,5.615762,-0.085101,1.263581,1.381304
30.110693,7.575584,5.647175,-0.084691,1.264911,1.352323
39.883192,5.949386,5.963415,0.038270,0.947907,1.026179
40.059064,5.947057,5.956341,0.022258,0.962264,1.021441
40.524227,6.000000,6.000000,0.000000,1.000000,1.000000
